row_number,date,facebook_ad_campaign,facebook_ad_views,facebook_ad_clicks,facebook_ad_conversions,facebook_cost_per_ad,facebook_ctr,facebook_conversion_rate,facebook_cost_per_click,adword_ad_campaign,adword_ad_views,adword_ad_clicks,adword_ad_conversions,adword_cost_per_ad,adword_ctr,adword_conversion_rate,adword_cost_per_click
489,2024-04-19,FACEBOOK AD,3185,19,19,115,0.5965463108,100,6.0526315789,ADWORD AD,5446,78,8,71,1.4322438487,10.2564102564,0.9102564103
490,2022-06-28,FACEBOOK AD,2594,28,8,156,1.0794140324,28.5714285714,5.5714285714,ADWORD AD,5549,88,8,177,1.5858713282,9.0909090909,2.0113636364
491,2022-07-14,FACEBOOK AD,2661,66,9,246,2.480270575,13.6363636364,3.7272727273,ADWORD AD,4884,39,4,96,0.7985257985,10.2564102564,2.4615384615
492,2023-01-13,FACEBOOK AD,1852,30,16,114,1.6198704104,53.3333333333,3.8,ADWORD AD,5707,50,6,83,0.8761170492,12,1.66
493,2024-12-17,FACEBOOK AD,1154,56,8,161,4.8526863085,14.2857142857,2.875,ADWORD AD,4275,73,3,54,1.7076023392,4.1095890411,0.7397260274
494,2023-02-17,FACEBOOK AD,1156,38,5,181,3.2871972318,13.1578947368,4.7631578947,ADWORD AD,5290,48,3,91,0.9073724008,6.25,1.8958333333
495,2024-08-14,FACEBOOK AD,2537,61,16,127,2.404414663,26.2295081967,2.0819672131,ADWORD AD,4652,53,8,113,1.1392949269,15.0943396226,2.1320754717
496,2024-03-11,FACEBOOK AD,1839,56,18,65,3.0451332246,32.1428571429,1.1607142857,ADWORD AD,4160,56,7,125,1.3461538462,12.5,2.2321428571
497,2024-01-13,FACEBOOK AD,1853,29,8,165,1.5650296816,27.5862068966,5.6896551724,ADWORD AD,5560,63,7,139,1.1330935252,11.1111111111,2.2063492063
498,2022-01-26,FACEBOOK AD,3248,28,13,143,0.8620689655,46.4285714286,5.1071428571,ADWORD AD,3818,33,6,152,0.8643268727,18.1818181818,4.6060606061
499,2022-12-20,FACEBOOK AD,1974,52,7,109,2.6342451874,13.4615384615,2.0961538462,ADWORD AD,3818,49,9,98,1.2833944474,18.3673469388,2
500,2024-08-27,FACEBOOK AD,3259,29,17,132,0.8898435103,58.6206896552,4.5517241379,ADWORD AD,4915,86,6,56,1.7497456765,6.976744186,0.6511627907
501,2024-02-03,FACEBOOK AD,3218,40,5,61,1.2430080796,12.5,1.525,ADWORD AD,4497,87,6,140,1.9346230821,6.8965517241,1.6091954023
502,2024-06-21,FACEBOOK AD,2184,49,12,82,2.2435897436,24.4897959184,1.6734693878,ADWORD AD,5025,67,7,106,1.3333333333,10.447761194,1.5820895522
503,2024-11-16,FACEBOOK AD,2575,34,19,175,1.3203883495,55.8823529412,5.1470588235,ADWORD AD,5460,58,3,152,1.0622710623,5.1724137931,2.6206896552
504,2023-06-16,FACEBOOK AD,1588,20,8,144,1.2594458438,40,7.2,ADWORD AD,5184,52,3,56,1.0030864198,5.7692307692,1.0769230769
505,2022-07-16,FACEBOOK AD,1145,64,8,68,5.5895196507,12.5,1.0625,ADWORD AD,4380,58,5,149,1.3242009132,8.6206896552,2.5689655172
506,2022-03-27,FACEBOOK AD,1466,32,10,195,2.1828103683,31.25,6.09375,ADWORD AD,4877,60,8,72,1.2302645069,13.3333333333,1.2
507,2023-05-10,FACEBOOK AD,2378,18,13,141,0.7569386039,72.2222222222,7.8333333333,ADWORD AD,5020,83,9,148,1.6533864542,10.843373494,1.7831325301
508,2024-09-15,FACEBOOK AD,1281,42,5,241,3.2786885246,11.9047619048,5.7380952381,ADWORD AD,4027,41,7,132,1.0181276384,17.0731707317,3.2195121951
509,2023-03-11,FACEBOOK AD,1977,23,12,71,1.1633788569,52.1739130435,3.0869565217,ADWORD AD,5293,42,9,178,0.7935008502,21.4285714286,4.2380952381
510,2024-04-14,FACEBOOK AD,1310,35,12,175,2.6717557252,34.2857142857,5,ADWORD AD,4556,77,4,125,1.6900790167,5.1948051948,1.6233766234
511,2023-11-11,FACEBOOK AD,3132,59,14,126,1.8837803321,23.7288135593,2.1355932203,ADWORD AD,4631,52,8,77,1.1228676312,15.3846153846,1.4807692308
512,2023-04-08,FACEBOOK AD,1520,38,14,118,2.5,36.8421052632,3.1052631579,ADWORD AD,5109,78,9,51,1.5267175573,11.5384615385,0.6538461538
513,2024-07-31,FACEBOOK AD,2557,66,19,73,2.5811497849,28.7878787879,1.1060606061,ADWORD AD,4543,63,7,169,1.3867488444,11.1111111111,2.6825396825
514,2023-04-23,FACEBOOK AD,2856,59,5,110,2.0658263305,8.4745762712,1.8644067797,ADWORD AD,4891,51,5,170,1.0427315477,9.8039215686,3.3333333333
515,2024-01-18,FACEBOOK AD,1147,40,11,112,3.4873583261,27.5,2.8,ADWORD AD,3797,52,5,51,1.3695022386,9.6153846154,0.9807692308
516,2024-11-27,FACEBOOK AD,1271,35,13,96,2.7537372148,37.1428571429,2.7428571429,ADWORD AD,5095,48,9,125,0.9421000981,18.75,2.6041666667
517,2024-04-09,FACEBOOK AD,1677,55,6,86,3.2796660704,10.9090909091,1.5636363636,ADWORD AD,5003,89,7,135,1.7789326404,7.8651685393,1.5168539326
518,2023-01-17,FACEBOOK AD,2621,30,15,81,1.1446012972,50,2.7,ADWORD AD,4144,39,6,52,0.9411196911,15.3846153846,1.3333333333
519,2022-12-14,FACEBOOK AD,1148,52,5,227,4.5296167247,9.6153846154,4.3653846154,ADWORD AD,4288,55,4,170,1.2826492537,7.2727272727,3.0909090909
520,2022-09-17,FACEBOOK AD,1627,53,7,63,3.2575291948,13.2075471698,1.1886792453,ADWORD AD,4824,66,6,180,1.368159204,9.0909090909,2.7272727273
521,2024-03-28,FACEBOOK AD,2351,48,19,99,2.0416843896,39.5833333333,2.0625,ADWORD AD,5514,48,3,132,0.8705114255,6.25,2.75
522,2024-01-16,FACEBOOK AD,2190,73,13,83,3.3333333333,17.8082191781,1.1369863014,ADWORD AD,5090,82,3,172,1.6110019646,3.6585365854,2.0975609756
523,2024-11-03,FACEBOOK AD,1054,21,12,206,1.9924098672,57.1428571429,9.8095238095,ADWORD AD,4473,72,8,99,1.6096579477,11.1111111111,1.375
524,2024-11-10,FACEBOOK AD,3108,55,9,104,1.7696267696,16.3636363636,1.8909090909,ADWORD AD,4109,87,5,146,2.1173034802,5.7471264368,1.6781609195
525,2022-02-13,FACEBOOK AD,2676,53,19,233,1.980568012,35.8490566038,4.3962264151,ADWORD AD,4969,85,4,162,1.7106057557,4.7058823529,1.9058823529
526,2023-07-26,FACEBOOK AD,1740,17,13,177,0.9770114943,76.4705882353,10.4117647059,ADWORD AD,4815,56,7,93,1.1630321911,12.5,1.6607142857
527,2024-06-18,FACEBOOK AD,3097,27,16,133,0.8718114304,59.2592592593,4.9259259259,ADWORD AD,3938,57,3,69,1.4474352463,5.2631578947,1.2105263158
528,2023-07-08,FACEBOOK AD,2872,28,11,157,0.9749303621,39.2857142857,5.6071428571,ADWORD AD,5596,78,7,142,1.393852752,8.9743589744,1.8205128205
529,2024-03-24,FACEBOOK AD,1764,15,7,214,0.8503401361,46.6666666667,14.2666666667,ADWORD AD,3977,31,8,151,0.7794820216,25.8064516129,4.8709677419
530,2023-05-07,FACEBOOK AD,1210,19,15,174,1.5702479339,78.9473684211,9.1578947368,ADWORD AD,4672,59,6,52,1.2628424658,10.1694915254,0.8813559322
531,2022-12-27,FACEBOOK AD,2076,69,7,129,3.323699422,10.1449275362,1.8695652174,ADWORD AD,4371,37,3,187,0.8464882178,8.1081081081,5.0540540541
532,2023-09-22,FACEBOOK AD,3201,72,13,158,2.2492970947,18.0555555556,2.1944444444,ADWORD AD,5655,57,3,172,1.0079575597,5.2631578947,3.0175438596
533,2022-11-12,FACEBOOK AD,2856,58,8,205,2.0308123249,13.7931034483,3.5344827586,ADWORD AD,5396,37,9,159,0.685693106,24.3243243243,4.2972972973
534,2022-07-04,FACEBOOK AD,1325,50,8,181,3.7735849057,16,3.62,ADWORD AD,3786,85,9,74,2.2451135763,10.5882352941,0.8705882353
535,2022-02-09,FACEBOOK AD,2877,43,8,154,1.4946124435,18.6046511628,3.5813953488,ADWORD AD,3888,73,9,117,1.8775720165,12.3287671233,1.602739726
536,2024-01-30,FACEBOOK AD,2075,43,12,104,2.0722891566,27.9069767442,2.4186046512,ADWORD AD,4530,31,4,56,0.6843267108,12.9032258065,1.8064516129
537,2023-10-03,FACEBOOK AD,2978,39,8,180,1.3096037609,20.5128205128,4.6153846154,ADWORD AD,3932,37,6,73,0.9409969481,16.2162162162,1.972972973
538,2022-01-04,FACEBOOK AD,2155,70,19,200,3.2482598608,27.1428571429,2.8571428571,ADWORD AD,4593,85,8,54,1.8506422817,9.4117647059,0.6352941176
539,2024-10-05,FACEBOOK AD,3266,73,12,120,2.2351500306,16.4383561644,1.6438356164,ADWORD AD,3789,72,8,142,1.9002375297,11.1111111111,1.9722222222
540,2022-05-15,FACEBOOK AD,1130,48,15,203,4.2477876106,31.25,4.2291666667,ADWORD AD,5714,63,6,92,1.1025551278,9.5238095238,1.4603174603
541,2023-05-09,FACEBOOK AD,3159,73,5,116,2.3108578664,6.8493150685,1.5890410959,ADWORD AD,4251,41,4,153,0.9644789461,9.756097561,3.7317073171
542,2024-03-07,FACEBOOK AD,1494,35,14,170,2.3427041499,40,4.8571428571,ADWORD AD,4774,71,3,124,1.487222455,4.2253521127,1.7464788732
543,2022-10-08,FACEBOOK AD,2217,52,5,133,2.3455119531,9.6153846154,2.5576923077,ADWORD AD,3798,52,4,52,1.3691416535,7.6923076923,1
544,2022-11-19,FACEBOOK AD,3023,26,6,125,0.8600727754,23.0769230769,4.8076923077,ADWORD AD,5696,51,7,67,0.8953651685,13.7254901961,1.3137254902
545,2022-08-12,FACEBOOK AD,2754,34,12,126,1.2345679012,35.2941176471,3.7058823529,ADWORD AD,5063,87,8,103,1.7183488051,9.1954022989,1.183908046
546,2024-01-15,FACEBOOK AD,1472,69,18,199,4.6875,26.0869565217,2.884057971,ADWORD AD,5569,75,8,132,1.3467408871,10.6666666667,1.76
547,2023-08-12,FACEBOOK AD,2152,42,11,173,1.9516728625,26.1904761905,4.119047619,ADWORD AD,4500,72,5,140,1.6,6.9444444444,1.9444444444
548,2022-02-13,FACEBOOK AD,2237,26,13,224,1.1622708985,50,8.6153846154,ADWORD AD,3895,69,5,99,1.7715019255,7.2463768116,1.4347826087
549,2023-07-05,FACEBOOK AD,2830,58,18,244,2.0494699647,31.0344827586,4.2068965517,ADWORD AD,4999,62,5,82,1.2402480496,8.064516129,1.3225806452
550,2024-12-01,FACEBOOK AD,2949,58,18,89,1.9667683961,31.0344827586,1.5344827586,ADWORD AD,5558,80,6,80,1.4393666787,7.5,1
551,2022-07-09,FACEBOOK AD,3115,39,8,173,1.2520064205,20.5128205128,4.4358974359,ADWORD AD,4009,65,3,132,1.6213519581,4.6153846154,2.0307692308
552,2022-03-04,FACEBOOK AD,1761,55,12,134,3.1232254401,21.8181818182,2.4363636364,ADWORD AD,4246,74,6,132,1.7428167687,8.1081081081,1.7837837838
553,2022-08-30,FACEBOOK AD,1776,69,11,249,3.8851351351,15.9420289855,3.6086956522,ADWORD AD,3783,84,9,114,2.2204599524,10.7142857143,1.3571428571
554,2024-03-23,FACEBOOK AD,1328,56,10,205,4.2168674699,17.8571428571,3.6607142857,ADWORD AD,5502,68,4,68,1.235914213,5.8823529412,1
555,2024-01-19,FACEBOOK AD,2046,20,6,234,0.9775171065,30,11.7,ADWORD AD,4312,33,7,128,0.7653061224,21.2121212121,3.8787878788
556,2024-06-29,FACEBOOK AD,2445,23,6,235,0.9406952965,26.0869565217,10.2173913043,ADWORD AD,5706,47,7,120,0.8236943568,14.8936170213,2.5531914894
557,2024-05-08,FACEBOOK AD,2517,66,19,141,2.6221692491,28.7878787879,2.1363636364,ADWORD AD,5083,54,3,81,1.0623647452,5.5555555556,1.5
558,2023-02-11,FACEBOOK AD,1702,15,17,104,0.8813160987,113.3333333333,6.9333333333,ADWORD AD,5631,77,8,146,1.3674302966,10.3896103896,1.8961038961
559,2024-02-19,FACEBOOK AD,1486,35,16,113,2.3553162853,45.7142857143,3.2285714286,ADWORD AD,4243,89,4,127,2.0975724723,4.4943820225,1.4269662921
560,2024-03-24,FACEBOOK AD,2676,31,8,241,1.158445441,25.8064516129,7.7741935484,ADWORD AD,4484,45,5,76,1.0035682426,11.1111111111,1.6888888889
561,2022-06-12,FACEBOOK AD,1741,27,19,62,1.5508328547,70.3703703704,2.2962962963,ADWORD AD,3907,57,8,168,1.4589198874,14.0350877193,2.9473684211
562,2022-10-14,FACEBOOK AD,1171,64,14,191,5.4654141759,21.875,2.984375,ADWORD AD,4465,78,3,190,1.7469204927,3.8461538462,2.4358974359
563,2023-12-12,FACEBOOK AD,2137,15,12,187,0.7019185774,80,12.4666666667,ADWORD AD,4583,43,5,179,0.9382500545,11.6279069767,4.1627906977
564,2022-08-24,FACEBOOK AD,1684,59,17,194,3.5035629454,28.813559322,3.2881355932,ADWORD AD,5374,62,5,106,1.1537030145,8.064516129,1.7096774194
565,2022-02-18,FACEBOOK AD,1435,38,9,171,2.6480836237,23.6842105263,4.5,ADWORD AD,4864,53,5,152,1.0896381579,9.4339622642,2.8679245283
566,2024-04-29,FACEBOOK AD,2914,61,17,86,2.0933424846,27.868852459,1.4098360656,ADWORD AD,5152,88,4,131,1.7080745342,4.5454545455,1.4886363636
567,2022-05-11,FACEBOOK AD,1316,39,5,78,2.9635258359,12.8205128205,2,ADWORD AD,5600,63,8,82,1.125,12.6984126984,1.3015873016
568,2024-05-19,FACEBOOK AD,1638,21,15,239,1.2820512821,71.4285714286,11.380952381,ADWORD AD,5340,75,6,93,1.404494382,8,1.24
569,2022-03-22,FACEBOOK AD,1643,34,15,86,2.0693852708,44.1176470588,2.5294117647,ADWORD AD,5715,41,5,132,0.7174103237,12.1951219512,3.2195121951
570,2024-10-14,FACEBOOK AD,2973,49,11,93,1.6481668348,22.4489795918,1.8979591837,ADWORD AD,5536,43,3,185,0.776734104,6.976744186,4.3023255814
571,2022-12-15,FACEBOOK AD,2412,17,9,205,0.7048092869,52.9411764706,12.0588235294,ADWORD AD,5646,55,9,73,0.9741409848,16.3636363636,1.3272727273
572,2023-01-16,FACEBOOK AD,1182,31,13,216,2.6226734349,41.935483871,6.9677419355,ADWORD AD,4071,44,8,55,1.0808155244,18.1818181818,1.25
573,2024-09-09,FACEBOOK AD,1802,32,14,72,1.7758046615,43.75,2.25,ADWORD AD,3989,68,5,121,1.7046878917,7.3529411765,1.7794117647
574,2023-01-30,FACEBOOK AD,2687,47,8,173,1.7491626349,17.0212765957,3.6808510638,ADWORD AD,4726,80,5,166,1.6927634363,6.25,2.075
575,2024-03-15,FACEBOOK AD,3200,57,19,223,1.78125,33.3333333333,3.9122807018,ADWORD AD,4289,66,5,149,1.5388202378,7.5757575758,2.2575757576
576,2024-07-30,FACEBOOK AD,3087,16,7,62,0.5183025591,43.75,3.875,ADWORD AD,5089,71,3,136,1.3951660444,4.2253521127,1.9154929577
577,2023-03-18,FACEBOOK AD,3160,56,14,137,1.7721518987,25,2.4464285714,ADWORD AD,4352,82,3,123,1.8841911765,3.6585365854,1.5
578,2022-03-10,FACEBOOK AD,3044,46,6,103,1.5111695138,13.0434782609,2.2391304348,ADWORD AD,4033,46,4,160,1.1405901314,8.6956521739,3.4782608696
579,2022-06-12,FACEBOOK AD,2664,46,8,114,1.7267267267,17.3913043478,2.4782608696,ADWORD AD,5559,80,8,116,1.4391077532,10,1.45
580,2023-10-09,FACEBOOK AD,1791,16,5,247,0.8933556672,31.25,15.4375,ADWORD AD,4857,65,5,83,1.3382746551,7.6923076923,1.2769230769
581,2024-05-25,FACEBOOK AD,2230,45,9,66,2.0179372197,20,1.4666666667,ADWORD AD,4457,83,7,158,1.8622391743,8.4337349398,1.9036144578
582,2023-03-29,FACEBOOK AD,1769,56,12,60,3.1656302996,21.4285714286,1.0714285714,ADWORD AD,5382,89,3,92,1.6536603493,3.3707865169,1.0337078652
583,2024-10-06,FACEBOOK AD,2412,67,13,191,2.7777777778,19.4029850746,2.8507462687,ADWORD AD,4853,55,4,87,1.1333195961,7.2727272727,1.5818181818
584,2022-12-13,FACEBOOK AD,2972,67,12,248,2.2543741588,17.9104477612,3.7014925373,ADWORD AD,4393,88,9,105,2.0031868882,10.2272727273,1.1931818182
585,2024-05-28,FACEBOOK AD,3111,62,6,71,1.9929283189,9.6774193548,1.1451612903,ADWORD AD,3863,63,6,167,1.630856847,9.5238095238,2.6507936508
586,2022-04-29,FACEBOOK AD,2762,23,13,219,0.8327299059,56.5217391304,9.5217391304,ADWORD AD,4955,64,7,96,1.2916246216,10.9375,1.5
587,2022-07-25,FACEBOOK AD,1389,24,5,156,1.7278617711,20.8333333333,6.5,ADWORD AD,4777,72,4,115,1.5072221059,5.5555555556,1.5972222222
588,2022-09-12,FACEBOOK AD,3240,59,9,180,1.8209876543,15.2542372881,3.0508474576,ADWORD AD,4844,73,5,132,1.5070189926,6.8493150685,1.8082191781
589,2024-07-13,FACEBOOK AD,1321,17,10,99,1.2869038607,58.8235294118,5.8235294118,ADWORD AD,4831,70,5,90,1.4489753674,7.1428571429,1.2857142857
590,2022-06-23,FACEBOOK AD,1963,35,15,145,1.7829852267,42.8571428571,4.1428571429,ADWORD AD,5664,42,3,121,0.7415254237,7.1428571429,2.880952381
591,2022-10-01,FACEBOOK AD,3276,29,8,162,0.8852258852,27.5862068966,5.5862068966,ADWORD AD,4271,49,8,164,1.1472723016,16.3265306122,3.3469387755
592,2023-05-08,FACEBOOK AD,1752,17,15,138,0.9703196347,88.2352941176,8.1176470588,ADWORD AD,5064,34,3,177,0.6714060032,8.8235294118,5.2058823529
593,2024-01-30,FACEBOOK AD,1136,64,15,99,5.6338028169,23.4375,1.546875,ADWORD AD,5286,82,3,186,1.5512674991,3.6585365854,2.2682926829
594,2023-09-06,FACEBOOK AD,2568,43,18,109,1.6744548287,41.8604651163,2.5348837209,ADWORD AD,5287,42,5,115,0.7944013618,11.9047619048,2.7380952381
595,2023-07-17,FACEBOOK AD,3312,18,14,141,0.5434782609,77.7777777778,7.8333333333,ADWORD AD,5362,86,5,156,1.6038791496,5.8139534884,1.8139534884
596,2022-03-30,FACEBOOK AD,2867,49,11,119,1.7091035926,22.4489795918,2.4285714286,ADWORD AD,5449,40,9,178,0.7340796476,22.5,4.45
597,2023-09-12,FACEBOOK AD,3151,33,16,94,1.0472865757,48.4848484848,2.8484848485,ADWORD AD,4206,79,5,55,1.8782691393,6.3291139241,0.6962025316
598,2022-08-18,FACEBOOK AD,2495,25,6,105,1.002004008,24,4.2,ADWORD AD,4485,87,4,138,1.9397993311,4.5977011494,1.5862068966
599,2024-04-02,FACEBOOK AD,1465,63,12,192,4.3003412969,19.0476190476,3.0476190476,ADWORD AD,5594,41,3,76,0.7329281373,7.3170731707,1.8536585366
600,2024-12-20,FACEBOOK AD,1968,57,9,153,2.8963414634,15.7894736842,2.6842105263,ADWORD AD,4876,67,3,113,1.3740771124,4.4776119403,1.6865671642
601,2022-04-11,FACEBOOK AD,1417,22,9,139,1.5525758645,40.9090909091,6.3181818182,ADWORD AD,4215,81,6,98,1.9217081851,7.4074074074,1.2098765432
602,2022-09-04,FACEBOOK AD,1803,16,6,179,0.8874098724,37.5,11.1875,ADWORD AD,4306,80,9,131,1.8578727357,11.25,1.6375
603,2022-02-25,FACEBOOK AD,1300,30,11,73,2.3076923077,36.6666666667,2.4333333333,ADWORD AD,5462,43,6,63,0.7872574149,13.9534883721,1.4651162791
604,2024-10-27,FACEBOOK AD,1865,28,6,220,1.5013404826,21.4285714286,7.8571428571,ADWORD AD,5705,47,8,79,0.8238387379,17.0212765957,1.6808510638
605,2024-05-12,FACEBOOK AD,1774,66,16,174,3.7204058625,24.2424242424,2.6363636364,ADWORD AD,4545,80,3,122,1.7601760176,3.75,1.525
606,2023-05-24,FACEBOOK AD,1122,41,7,137,3.6541889483,17.0731707317,3.3414634146,ADWORD AD,5622,72,6,141,1.2806830309,8.3333333333,1.9583333333
607,2022-04-04,FACEBOOK AD,3007,58,17,175,1.9288327236,29.3103448276,3.0172413793,ADWORD AD,4066,77,8,89,1.8937530743,10.3896103896,1.1558441558
608,2024-01-29,FACEBOOK AD,1985,20,5,167,1.0075566751,25,8.35,ADWORD AD,5570,71,8,178,1.2746858169,11.2676056338,2.5070422535
609,2023-11-17,FACEBOOK AD,2154,17,8,135,0.7892293408,47.0588235294,7.9411764706,ADWORD AD,5046,84,8,102,1.6646848989,9.5238095238,1.2142857143
610,2024-01-08,FACEBOOK AD,1942,33,5,190,1.6992790937,15.1515151515,5.7575757576,ADWORD AD,4311,65,4,96,1.5077708188,6.1538461538,1.4769230769
611,2024-04-12,FACEBOOK AD,3022,63,19,168,2.0847121112,30.1587301587,2.6666666667,ADWORD AD,4907,34,6,102,0.6928877114,17.6470588235,3
612,2024-11-15,FACEBOOK AD,2222,52,17,130,2.3402340234,32.6923076923,2.5,ADWORD AD,3770,62,7,155,1.6445623342,11.2903225806,2.5
613,2024-06-01,FACEBOOK AD,1682,32,15,109,1.9024970273,46.875,3.40625,ADWORD AD,4624,64,9,80,1.384083045,14.0625,1.25
614,2023-10-01,FACEBOOK AD,2562,22,7,159,0.8587041374,31.8181818182,7.2272727273,ADWORD AD,3927,42,9,144,1.0695187166,21.4285714286,3.4285714286
615,2024-05-30,FACEBOOK AD,2771,22,11,113,0.7939372068,50,5.1363636364,ADWORD AD,5494,68,9,140,1.2377138697,13.2352941176,2.0588235294
616,2023-12-21,FACEBOOK AD,1997,34,15,63,1.7025538307,44.1176470588,1.8529411765,ADWORD AD,5236,66,5,110,1.2605042017,7.5757575758,1.6666666667
617,2022-10-31,FACEBOOK AD,1096,35,12,247,3.1934306569,34.2857142857,7.0571428571,ADWORD AD,5534,59,3,154,1.06613661,5.0847457627,2.6101694915
618,2023-06-03,FACEBOOK AD,1788,21,5,139,1.1744966443,23.8095238095,6.619047619,ADWORD AD,5518,47,9,112,0.8517578833,19.1489361702,2.3829787234
619,2022-03-02,FACEBOOK AD,2287,69,12,66,3.0170529077,17.3913043478,0.9565217391,ADWORD AD,4923,31,6,120,0.629697339,19.3548387097,3.8709677419
620,2023-09-13,FACEBOOK AD,2076,32,10,193,1.5414258189,31.25,6.03125,ADWORD AD,5376,32,9,96,0.5952380952,28.125,3
621,2023-04-30,FACEBOOK AD,3292,55,13,183,1.6707168894,23.6363636364,3.3272727273,ADWORD AD,4901,53,6,75,1.0814119567,11.320754717,1.4150943396
622,2022-05-07,FACEBOOK AD,2616,72,8,159,2.752293578,11.1111111111,2.2083333333,ADWORD AD,4117,84,9,99,2.0403206218,10.7142857143,1.1785714286
623,2022-07-06,FACEBOOK AD,2400,67,11,153,2.7916666667,16.4179104478,2.2835820896,ADWORD AD,4364,62,5,151,1.4207149404,8.064516129,2.435483871
624,2023-10-31,FACEBOOK AD,2947,45,9,151,1.5269765864,20,3.3555555556,ADWORD AD,5023,33,6,99,0.6569779017,18.1818181818,3
625,2024-03-07,FACEBOOK AD,1755,24,7,157,1.3675213675,29.1666666667,6.5416666667,ADWORD AD,4933,85,8,124,1.7230893979,9.4117647059,1.4588235294
626,2024-01-13,FACEBOOK AD,2738,46,15,188,1.6800584368,32.6086956522,4.0869565217,ADWORD AD,5567,67,9,171,1.2035207473,13.4328358209,2.552238806
627,2022-10-11,FACEBOOK AD,3299,53,18,160,1.6065474386,33.9622641509,3.0188679245,ADWORD AD,4661,40,6,87,0.8581849389,15,2.175
628,2024-04-22,FACEBOOK AD,1590,61,6,117,3.8364779874,9.8360655738,1.9180327869,ADWORD AD,5725,60,3,179,1.0480349345,5,2.9833333333
629,2023-08-08,FACEBOOK AD,2807,60,13,164,2.1375133595,21.6666666667,2.7333333333,ADWORD AD,5335,62,3,85,1.1621368322,4.8387096774,1.3709677419
630,2022-07-20,FACEBOOK AD,2979,46,10,125,1.5441423296,21.7391304348,2.7173913043,ADWORD AD,4948,79,6,196,1.5966046888,7.5949367089,2.4810126582
631,2023-12-14,FACEBOOK AD,2216,46,7,223,2.0758122744,15.2173913043,4.847826087,ADWORD AD,5469,51,3,68,0.9325287987,5.8823529412,1.3333333333
632,2022-09-10,FACEBOOK AD,1666,49,13,79,2.9411764706,26.5306122449,1.612244898,ADWORD AD,5015,79,6,53,1.5752741775,7.5949367089,0.6708860759
633,2022-04-10,FACEBOOK AD,2568,56,19,136,2.1806853583,33.9285714286,2.4285714286,ADWORD AD,4830,62,3,170,1.2836438923,4.8387096774,2.7419354839
634,2022-05-29,FACEBOOK AD,2624,66,11,116,2.5152439024,16.6666666667,1.7575757576,ADWORD AD,4064,58,6,174,1.4271653543,10.3448275862,3
635,2023-06-04,FACEBOOK AD,1344,64,15,174,4.7619047619,23.4375,2.71875,ADWORD AD,5366,41,3,74,0.7640700708,7.3170731707,1.8048780488
636,2022-02-22,FACEBOOK AD,2174,65,19,236,2.9898804048,29.2307692308,3.6307692308,ADWORD AD,4568,42,5,198,0.9194395797,11.9047619048,4.7142857143
637,2024-10-09,FACEBOOK AD,2736,56,9,94,2.0467836257,16.0714285714,1.6785714286,ADWORD AD,5073,38,6,190,0.7490636704,15.7894736842,5
638,2022-10-19,FACEBOOK AD,1689,57,9,134,3.3747779751,15.7894736842,2.350877193,ADWORD AD,5741,60,4,192,1.0451140916,6.6666666667,3.2
639,2023-05-27,FACEBOOK AD,1790,42,16,152,2.3463687151,38.0952380952,3.619047619,ADWORD AD,5386,80,6,123,1.4853323431,7.5,1.5375
640,2024-04-13,FACEBOOK AD,2126,63,15,95,2.9633113829,23.8095238095,1.5079365079,ADWORD AD,5188,84,9,73,1.6191210486,10.7142857143,0.869047619
641,2022-08-19,FACEBOOK AD,2241,32,16,183,1.4279339581,50,5.71875,ADWORD AD,3876,73,3,144,1.8833849329,4.1095890411,1.9726027397
642,2024-03-12,FACEBOOK AD,2067,64,18,139,3.0962747944,28.125,2.171875,ADWORD AD,4329,69,6,180,1.5939015939,8.6956521739,2.6086956522
643,2022-11-11,FACEBOOK AD,2441,25,18,73,1.024170422,72,2.92,ADWORD AD,5525,68,9,192,1.2307692308,13.2352941176,2.8235294118
644,2023-11-16,FACEBOOK AD,1219,30,16,76,2.4610336341,53.3333333333,2.5333333333,ADWORD AD,4832,60,6,150,1.2417218543,10,2.5
645,2023-10-10,FACEBOOK AD,3027,61,18,245,2.0151965643,29.5081967213,4.0163934426,ADWORD AD,5639,70,8,151,1.2413548502,11.4285714286,2.1571428571
646,2023-03-22,FACEBOOK AD,3207,55,9,228,1.7149984409,16.3636363636,4.1454545455,ADWORD AD,3882,35,6,147,0.9015971149,17.1428571429,4.2
647,2023-08-15,FACEBOOK AD,1548,24,17,90,1.5503875969,70.8333333333,3.75,ADWORD AD,5716,45,6,81,0.7872638209,13.3333333333,1.8
648,2022-04-14,FACEBOOK AD,2956,58,19,70,1.9621109608,32.7586206897,1.2068965517,ADWORD AD,5167,88,6,152,1.703115928,6.8181818182,1.7272727273
649,2023-04-03,FACEBOOK AD,1997,40,8,235,2.0030045068,20,5.875,ADWORD AD,4975,34,6,129,0.6834170854,17.6470588235,3.7941176471
650,2022-10-29,FACEBOOK AD,2378,26,7,216,1.0933557611,26.9230769231,8.3076923077,ADWORD AD,4077,44,7,111,1.0792249203,15.9090909091,2.5227272727
651,2023-01-28,FACEBOOK AD,2262,23,13,127,1.0167992927,56.5217391304,5.5217391304,ADWORD AD,5190,54,6,57,1.0404624277,11.1111111111,1.0555555556
652,2022-09-13,FACEBOOK AD,2812,73,11,189,2.5960170697,15.0684931507,2.5890410959,ADWORD AD,4557,44,8,197,0.9655475093,18.1818181818,4.4772727273
